Citys,ymd,Weather,highTemp,lowTemp,windPower
ЙўЖћБѕ,20110624,ЖрдЦ/Чч,26,14,4
ЙўЖћБѕ,20110625,Чч/Чч,29,17,4
ЙўЖћБѕ,20110626,Чч/ЖрдЦ,32,18,4
ЙўЖћБѕ,20110627,аЁгъ/ЖрдЦ,24,16,4
ЙўЖћБѕ,20110628,еѓгъ/ЖрдЦ,26,19,4
ЙўЖћБѕ,20110629,Чч/Чч,32,23,4
ЙўЖћБѕ,20110630,ЖрдЦ/Рзеѓгъ,31,19,4
ЙўЖћБѕ,20110701,ЖрдЦ/ЖрдЦ,29,20,4
ЙўЖћБѕ,20110702,Рзеѓгъ/Рзеѓгъ,29,19,4
ЙўЖћБѕ,20110703,Рзеѓгъ/Чч,27,16,4
ЙўЖћБѕ,20110704,Чч/Чч,29,19,4
ЙўЖћБѕ,20110705,ЖрдЦ/Рзеѓгъ,32,22,4
ЙўЖћБѕ,20110706,Чч/ЖрдЦ,32,20,4
ЙўЖћБѕ,20110707,Рзеѓгъ/жагъ,28,18,4
ЙўЖћБѕ,20110708,Рзеѓгъ/жагъ,25,17,4
ЙўЖћБѕ,20110709,Рзеѓгъ/ЖрдЦ,26,17,4
ЙўЖћБѕ,20110710,Рзеѓгъ/ЖрдЦ,28,19,3
ЙўЖћБѕ,20110711,Рзеѓгъ/ЖрдЦ,29,20,3
ЙўЖћБѕ,20110712,ЖрдЦ/ЖрдЦ,29,20,4
ЙўЖћБѕ,20110713,ЖрдЦ/Рзеѓгъ,28,21,4
ЙўЖћБѕ,20110714,Чч/Рзеѓгъ,31,21,4
ЙўЖћБѕ,20110715,Рзеѓгъ/ЖрдЦ,30,20,4
ЙўЖћБѕ,20110716,ЖрдЦ/Рзеѓгъ,28,19,4
ЙўЖћБѕ,20110717,Рзеѓгъ/ЖрдЦ,28,21,4
ЙўЖћБѕ,20110718,ЖрдЦ/ЖрдЦ,29,21,4
ЙўЖћБѕ,20110719,ЖрдЦ/Рзеѓгъ,31,22,4
ЙўЖћБѕ,20110720,Рзеѓгъ/Рзеѓгъ,28,23,4
ЙўЖћБѕ,20110721,Рзеѓгъ/Рзеѓгъ,29,22,4
ЙўЖћБѕ,20110722,еѓгъ/ЖрдЦ,30,22,4
ЙўЖћБѕ,20110723,ЖрдЦ/ЖрдЦ,31,22,4
ЙўЖћБѕ,20110724,ЖрдЦ/ЖрдЦ,32,23,4
ЙўЖћБѕ,20110725,ЖрдЦ/Чч,31,23,4
ЙўЖћБѕ,20110726,ЖрдЦ/Рзеѓгъ,31,21,4
ЙўЖћБѕ,20110727,Рзеѓгъ/ЖрдЦ,29,21,4
ЙўЖћБѕ,20110728,Рзеѓгъ/Рзеѓгъ,30,22,4
ЙўЖћБѕ,20110729,Рзеѓгъ/ЖрдЦ,31,22,4
ЙўЖћБѕ,20110730,аЁгъ/Дѓгъ,28,23,4
ЙўЖћБѕ,20110731,жагъ/аЁгъ,26,21,4
ЙўЖћБѕ,20110801,Рзеѓгъ/ЖрдЦ,28,21,4
ЙўЖћБѕ,20110802,Чч/Чч,29,18,4
ЙўЖћБѕ,20110803,жагъ/жагъ,28,19,4
ЙўЖћБѕ,20110804,еѓгъ/ЖрдЦ,26,19,4
ЙўЖћБѕ,20110805,Рзеѓгъ/Чч,29,21,4
ЙўЖћБѕ,20110806,Чч/ЖрдЦ,31,22,4
ЙўЖћБѕ,20110807,ЖрдЦ/ЖрдЦ,31,23,4
ЙўЖћБѕ,20110808,еѓгъ/аЁгъ,31,23,4
ЙўЖћБѕ,20110809,Дѓгъ/аЁгъ,27,21,5
ЙўЖћБѕ,20110810,ЖрдЦ/Чч,28,20,4
ЙўЖћБѕ,20110811,Чч/Чч,29,20,4
ЙўЖћБѕ,20110812,Чч/Чч,31,20,4
ЙўЖћБѕ,20110813,еѓгъ/еѓгъ,29,20,4
ЙўЖћБѕ,20110814,Чч/Чч,28,17,4
ЙўЖћБѕ,20110815,ЖрдЦ/ЖрдЦ,27,17,4
ЙўЖћБѕ,20110816,ЖрдЦ/Чч,27,15,4
ЙўЖћБѕ,20110817,Чч/Чч,27,16,4
ЙўЖћБѕ,20110818,ЖрдЦ/ЖрдЦ,26,16,4
ЙўЖћБѕ,20110819,ЖрдЦ/Чч,26,15,4
ЙўЖћБѕ,20110820,Чч/Чч,25,15,4
ЙўЖћБѕ,20110821,Чч/Чч,27,13,4
ЙўЖћБѕ,20110822,Чч/Чч,26,13,4
ЙўЖћБѕ,20110823,Чч/Чч,26,14,4
ЙўЖћБѕ,20110824,Чч/Чч,27,14,4
ЙўЖћБѕ,20110825,Чч/Чч,27,15,4
ЙўЖћБѕ,20110826,Чч/Чч,28,15,4
ЙўЖћБѕ,20110827,Чч/Чч,29,15,4
ЙўЖћБѕ,20110828,еѓгъ/ЖрдЦ,28,18,4
ЙўЖћБѕ,20110829,ЖрдЦ/еѓгъ,27,18,4
ЙўЖћБѕ,20110830,еѓгъ/ЖрдЦ,28,21,4
ЙўЖћБѕ,20110831,жагъ/Рзеѓгъ,27,15,4
ЙўЖћБѕ,20110901,Чч/Чч,22,10,3
ЙўЖћБѕ,20110902,ЖрдЦ/Чч,23,11,4
ЙўЖћБѕ,20110903,Чч/Чч,23,11,4
ЙўЖћБѕ,20110904,Чч/Чч,24,11,4
ЙўЖћБѕ,20110905,Чч/Чч,24,10,4
ЙўЖћБѕ,20110906,Чч/Чч,25,13,4
ЙўЖћБѕ,20110907,Чч/Рзеѓгъ,25,12,4
ЙўЖћБѕ,20110908,ЖрдЦ/Чч,20,7,5
ЙўЖћБѕ,20110909,Чч/Чч,20,7,4
ЙўЖћБѕ,20110910,Чч/Чч,22,10,4
ЙўЖћБѕ,20110911,ЖрдЦ/Чч,23,10,4
ЙўЖћБѕ,20110912,Чч/Чч,27,13,5
ЙўЖћБѕ,20110913,ЖрдЦ/Рзеѓгъ,25,13,5
ЙўЖћБѕ,20110914,Чч/аЁЕНжагъ,22,14,4
ЙўЖћБѕ,20110915,аЁгъ/ЖрдЦ,17,7,4
ЙўЖћБѕ,20110916,еѓгъ/Чч,16,4,4
ЙўЖћБѕ,20110917,Чч/Чч,16,4,4
ЙўЖћБѕ,20110918,Чч/Чч,17,4,4
ЙўЖћБѕ,20110919,Чч/Чч,20,6,4
ЙўЖћБѕ,20110920,Чч/Чч,21,7,4
ЙўЖћБѕ,20110921,Чч/ЖрдЦ,23,7,4
ЙўЖћБѕ,20110922,Чч/Чч,17,5,4
ЙўЖћБѕ,20110923,Чч/Чч,21,9,4
ЙўЖћБѕ,20110924,Чч/еѓгъ,26,11,4
ЙўЖћБѕ,20110925,ЖрдЦ/Чч,22,13,5
ЙўЖћБѕ,20110926,Чч/ЖрдЦ,24,13,3
ЙўЖћБѕ,20110927,ЖрдЦ/ЖрдЦ,24,13,4
ЙўЖћБѕ,20110928,Рзеѓгъ/Рзеѓгъ,19,4,4
ЙўЖћБѕ,20110929,ЖрдЦ/ЖрдЦ,6,-1,5
ЙўЖћБѕ,20110930,Чч/ЖрдЦ,11,1,4
ЙўЖћБѕ,20111001,ЖрдЦ/Чч,9,0,4
ЙўЖћБѕ,20111002,Чч/Чч,13,1,4
ЙўЖћБѕ,20111003,Чч/Чч,18,5,4
ЙўЖћБѕ,20111004,Чч/Чч,19,6,4
ЙўЖћБѕ,20111005,еѓгъ/еѓгъ,19,7,4
ЙўЖћБѕ,20111006,ЖрдЦ/Чч,15,1,4
ЙўЖћБѕ,20111007,Чч/Чч,19,4,4
ЙўЖћБѕ,20111008,Чч/Чч,21,13,6
ЙўЖћБѕ,20111009,ЖрдЦ/Чч,15,3,4
ЙўЖћБѕ,20111010,Чч/Чч,15,3,4
ЙўЖћБѕ,20111011,Чч/ЖрдЦ,18,7,4
ЙўЖћБѕ,20111012,Чч/Чч,19,6,4
ЙўЖћБѕ,20111013,ЖрдЦ/ЖрдЦ,21,10,5
ЙўЖћБѕ,20111014,еѓгъ/еѓгъ,17,8,4
ЙўЖћБѕ,20111015,еѓгъ/еѓгъ,15,4,4
ЙўЖћБѕ,20111016,еѓгъ/гъМабЉ,10,-3,5
ЙўЖћБѕ,20111017,Чч/Чч,6,-3,4
ЙўЖћБѕ,20111018,Чч/Чч,12,3,4
ЙўЖћБѕ,20111019,Чч/ЖрдЦ,17,8,4
ЙўЖћБѕ,20111020,ЖрдЦ/ЖрдЦ,19,10,4
ЙўЖћБѕ,20111021,ЖрдЦ/ЖрдЦ,19,8,4
ЙўЖћБѕ,20111022,Чч/ЖрдЦ,20,6,4
ЙўЖћБѕ,20111023,еѓгъ/ЖрдЦ,8,-2,5
ЙўЖћБѕ,20111024,Чч/Чч,6,-3,5
ЙўЖћБѕ,20111025,Чч/Чч,8,-4,4
ЙўЖћБѕ,20111026,Чч/Чч,10,-1,4
ЙўЖћБѕ,20111027,Чч/еѓгъ,11,3,4
ЙўЖћБѕ,20111028,еѓгъ/Чч,12,0,4
ЙўЖћБѕ,20111029,Чч/Чч,14,3,4
ЙўЖћБѕ,20111030,Чч/ЖрдЦ,16,6,4
ЙўЖћБѕ,20111031,Чч/Юэ,17,7,5
ЙўЖћБѕ,20111101,Чч/ЖрдЦ,12,2,5
ЙўЖћБѕ,20111102,Чч/Чч,11,-3,3
ЙўЖћБѕ,20111103,Чч/ЖрдЦ,11,2,4
ЙўЖћБѕ,20111104,еѓгъ/Чч,7,-1,4
ЙўЖћБѕ,20111105,Чч/Чч,7,-3,4
ЙўЖћБѕ,20111106,Чч/Чч,6,-5,3
ЙўЖћБѕ,20111107,Чч/ЖрдЦ,7,-2,3
ЙўЖћБѕ,20111108,Чч/Чч,8,-4,3
ЙўЖћБѕ,20111109,Чч/Чч,9,-2,4
ЙўЖћБѕ,20111110,Чч/Чч,11,0,4
ЙўЖћБѕ,20111111,ЖрдЦ/гъМабЉ,7,-1,4
ЙўЖћБѕ,20111112,гъМабЉ/ЖрдЦ,6,-10,5
ЙўЖћБѕ,20111113,Чч/Чч,-2,-12,4
ЙўЖћБѕ,20111114,Чч/Чч,-3,-13,4
ЙўЖћБѕ,20111115,Чч/Чч,-3,-10,4
ЙўЖћБѕ,20111116,Чч/Чч,2,-9,4
ЙўЖћБѕ,20111117,Юэ/аЁЕНжабЉ,2,-4,4
ЙўЖћБѕ,20111118,ЖрдЦ/ЖрдЦ,1,-10,4
ЙўЖћБѕ,20111119,ЖрдЦ/Чч,-6,-14,4
ЙўЖћБѕ,20111120,ЖрдЦ/Чч,-8,-15,4
ЙўЖћБѕ,20111121,Чч/Чч,-5,-14,4
ЙўЖћБѕ,20111122,Чч/ЖрдЦ,-5,-12,4
ЙўЖћБѕ,20111123,ЖрдЦ/Чч,-6,-16,4
ЙўЖћБѕ,20111124,Чч/Чч,-8,-15,4
ЙўЖћБѕ,20111125,Чч/Чч,-4,-11,4
ЙўЖћБѕ,20111126,еѓбЉ/еѓбЉ,-1,-9,4
ЙўЖћБѕ,20111127,Юэ/ЖрдЦ,0,-9,6
ЙўЖћБѕ,20111128,Чч/Чч,-2,-14,4
ЙўЖћБѕ,20111129,Чч/Чч,-8,-17,5
ЙўЖћБѕ,20111130,Чч/Чч,-9,-18,4
ЙўЖћБѕ,20111201,Чч/Чч,-6,-13,4
ЙўЖћБѕ,20111202,Чч/ЖрдЦ,-6,-13,4
ЙўЖћБѕ,20111203,ЖрдЦ/еѓбЉ,-6,-15,4
ЙўЖћБѕ,20111204,ЖрдЦ/Чч,-8,-16,4
ЙўЖћБѕ,20111205,Чч/Чч,-6,-15,4
ЙўЖћБѕ,20111206,Юэ/Чч,-7,-15,4
ЙўЖћБѕ,20111207,ЖрдЦ/Чч,-10,-20,5
ЙўЖћБѕ,20111208,Чч/Чч,-11,-19,4
ЙўЖћБѕ,20111209,Чч/ЖрдЦ,-8,-15,4
ЙўЖћБѕ,20111210,Чч/еѓбЉ,-7,-12,4
ЙўЖћБѕ,20111211,Чч/ЖрдЦ,-5,-15,4
ЙўЖћБѕ,20111212,Чч/Чч,-8,-14,3
ЙўЖћБѕ,20111213,еѓбЉ/аЁбЉ,-3,-11,4
ЙўЖћБѕ,20111214,Чч/Чч,-6,-19,4
ЙўЖћБѕ,20111215,Чч/Чч,-12,-22,5
ЙўЖћБѕ,20111216,Чч/ЖрдЦ,-10,-17,4
ЙўЖћБѕ,20111217,Чч/Чч,-10,-17,4
ЙўЖћБѕ,20111218,Чч/еѓбЉ,-9,-19,4
ЙўЖћБѕ,20111219,Чч/Чч,-9,-17,4
ЙўЖћБѕ,20111220,Чч/Чч,-7,-16,4
ЙўЖћБѕ,20111221,еѓбЉ/ЖрдЦ,-9,-19,4
ЙўЖћБѕ,20111222,ЖрдЦ/Чч,-12,-23,4
ЙўЖћБѕ,20111223,Чч/Чч,-16,-24,4
ЙўЖћБѕ,20111224,Чч/Чч,-18,-26,4
ЙўЖћБѕ,20111225,Чч/Чч,-15,-23,4
ЙўЖћБѕ,20111226,Чч/Чч,-13,-21,4
ЙўЖћБѕ,20111227,Чч/еѓбЉ,-11,-18,4
ЙўЖћБѕ,20111228,еѓбЉ/Чч,-12,-23,5
ЙўЖћБѕ,20111229,Чч/Чч,-13,-23,4
ЙўЖћБѕ,20111230,Чч/Чч,-12,-21,4
ЙўЖћБѕ,20111231,Чч/Чч,-13,-21,4
ЙўЖћБѕ,20120101,Чч/Чч,-13,-23,4
ЙўЖћБѕ,20120102,Чч/Чч,-14,-23,4
ЙўЖћБѕ,20120103,Чч/Чч,-15,-22,4
ЙўЖћБѕ,20120104,Чч/Чч,-12,-21,4
ЙўЖћБѕ,20120105,Чч/ЖрдЦ,-13,-21,4
ЙўЖћБѕ,20120106,Чч/Чч,-10,-21,4
ЙўЖћБѕ,20120107,Чч/Чч,-10,-20,4
ЙўЖћБѕ,20120108,Чч/ЖрдЦ,-9,-21,4
ЙўЖћБѕ,20120109,ЖрдЦ/ЖрдЦ,-14,-25,4
ЙўЖћБѕ,20120110,ЖрдЦ/Чч,-15,-26,4
ЙўЖћБѕ,20120111,ЖрдЦ/ЖрдЦ,-14,-22,4
ЙўЖћБѕ,20120112,ЖрдЦ/ЖрдЦ,-14,-21,4
ЙўЖћБѕ,20120113,Чч/Чч,-12,-23,4
ЙўЖћБѕ,20120114,Чч/Чч,-12,-22,3
ЙўЖћБѕ,20120115,Чч/Чч,-10,-19,3
ЙўЖћБѕ,20120116,Чч/Чч,-8,-19,4
ЙўЖћБѕ,20120117,Чч/Чч,-7,-19,4
ЙўЖћБѕ,20120118,еѓбЉ/ЖрдЦ,-10,-21,4
ЙўЖћБѕ,20120119,Чч/ЖрдЦ,-11,-21,4
ЙўЖћБѕ,20120120,еѓбЉ/ЖрдЦ,-13,-23,4
ЙўЖћБѕ,20120121,ЖрдЦ/ЖрдЦ,-18,-27,4
ЙўЖћБѕ,20120122,еѓбЉ/ЖрдЦ,-18,-25,4
ЙўЖћБѕ,20120123,ЖрдЦ/ЖрдЦ,-16,-27,4
ЙўЖћБѕ,20120124,ЖрдЦ/Чч,-16,-25,4
ЙўЖћБѕ,20120125,Чч/Чч,-14,-24,4
ЙўЖћБѕ,20120126,Чч/ЖрдЦ,-13,-25,4
ЙўЖћБѕ,20120127,Чч/Чч,-11,-26,4
ЙўЖћБѕ,20120128,Чч/Чч,-12,-27,3
ЙўЖћБѕ,20120129,Чч/Чч,-13,-26,3
ЙўЖћБѕ,20120130,Чч/Чч,-15,-27,4
ЙўЖћБѕ,20120131,Чч/Чч,-16,-27,4
ЙўЖћБѕ,20120201,Чч/Чч,-13,-24,4
ЙўЖћБѕ,20120202,Чч/Чч,-13,-21,3
