Citys,ymd,Weather,highTemp,lowTemp,windPower
哈尔滨,20111014,阵雨/阵雨,17,8,4
哈尔滨,20111015,阵雨/阵雨,15,4,4
哈尔滨,20111016,阵雨/雨夹雪,10,-3,5
哈尔滨,20111017,晴/晴,6,-3,4
哈尔滨,20111018,晴/晴,12,3,4
哈尔滨,20111019,晴/多云,17,8,4
哈尔滨,20111020,多云/多云,19,10,4
哈尔滨,20111021,多云/多云,19,8,4
哈尔滨,20111022,晴/多云,20,6,4
哈尔滨,20111023,阵雨/多云,8,-2,5
哈尔滨,20111024,晴/晴,6,-3,5
哈尔滨,20111025,晴/晴,8,-4,4
哈尔滨,20111026,晴/晴,10,-1,4
哈尔滨,20111027,晴/阵雨,11,3,4
哈尔滨,20111028,阵雨/晴,12,0,4
哈尔滨,20111029,晴/晴,14,3,4
哈尔滨,20111030,晴/多云,16,6,4
哈尔滨,20111031,晴/雾,17,7,5
哈尔滨,20111101,晴/多云,12,2,5
哈尔滨,20111102,晴/晴,11,-3,3
哈尔滨,20111103,晴/多云,11,2,4
哈尔滨,20111104,阵雨/晴,7,-1,4
哈尔滨,20111105,晴/晴,7,-3,4
哈尔滨,20111106,晴/晴,6,-5,3
哈尔滨,20111107,晴/多云,7,-2,3
哈尔滨,20111108,晴/晴,8,-4,3
哈尔滨,20111109,晴/晴,9,-2,4
哈尔滨,20111110,晴/晴,11,0,4
哈尔滨,20111111,多云/雨夹雪,7,-1,4
哈尔滨,20111112,雨夹雪/多云,6,-10,5
哈尔滨,20111113,晴/晴,-2,-12,4
哈尔滨,20111114,晴/晴,-3,-13,4
哈尔滨,20111115,晴/晴,-3,-10,4
哈尔滨,20111116,晴/晴,2,-9,4
哈尔滨,20111117,雾/小到中雪,2,-4,4
哈尔滨,20111118,多云/多云,1,-10,4
哈尔滨,20111119,多云/晴,-6,-14,4
哈尔滨,20111120,多云/晴,-8,-15,4
哈尔滨,20111121,晴/晴,-5,-14,4
哈尔滨,20111122,晴/多云,-5,-12,4
哈尔滨,20111123,多云/晴,-6,-16,4
哈尔滨,20111124,晴/晴,-8,-15,4
哈尔滨,20111125,晴/晴,-4,-11,4
哈尔滨,20111126,阵雪/阵雪,-1,-9,4
哈尔滨,20111127,雾/多云,0,-9,6
哈尔滨,20111128,晴/晴,-2,-14,4
哈尔滨,20111129,晴/晴,-8,-17,5
哈尔滨,20111130,晴/晴,-9,-18,4
哈尔滨,20111201,晴/晴,-6,-13,4
哈尔滨,20111202,晴/多云,-6,-13,4
哈尔滨,20111203,多云/阵雪,-6,-15,4
哈尔滨,20111204,多云/晴,-8,-16,4
哈尔滨,20111205,晴/晴,-6,-15,4
哈尔滨,20111206,雾/晴,-7,-15,4
哈尔滨,20111207,多云/晴,-10,-20,5
哈尔滨,20111208,晴/晴,-11,-19,4
哈尔滨,20111209,晴/多云,-8,-15,4
哈尔滨,20111210,晴/阵雪,-7,-12,4
哈尔滨,20111211,晴/多云,-5,-15,4
哈尔滨,20111212,晴/晴,-8,-14,3
哈尔滨,20111213,阵雪/小雪,-3,-11,4
哈尔滨,20111214,晴/晴,-6,-19,4
哈尔滨,20111215,晴/晴,-12,-22,5
哈尔滨,20111216,晴/多云,-10,-17,4
哈尔滨,20111217,晴/晴,-10,-17,4
哈尔滨,20111218,晴/阵雪,-9,-19,4
哈尔滨,20111219,晴/晴,-9,-17,4
哈尔滨,20111220,晴/晴,-7,-16,4
哈尔滨,20111221,阵雪/多云,-9,-19,4
哈尔滨,20111222,多云/晴,-12,-23,4
哈尔滨,20111223,晴/晴,-16,-24,4
哈尔滨,20111224,晴/晴,-18,-26,4
哈尔滨,20111225,晴/晴,-15,-23,4
哈尔滨,20111226,晴/晴,-13,-21,4
哈尔滨,20111227,晴/阵雪,-11,-18,4
哈尔滨,20111228,阵雪/晴,-12,-23,5
哈尔滨,20111229,晴/晴,-13,-23,4
哈尔滨,20111230,晴/晴,-12,-21,4
哈尔滨,20111231,晴/晴,-13,-21,4
哈尔滨,20120101,晴/晴,-13,-23,4
哈尔滨,20120102,晴/晴,-14,-23,4
哈尔滨,20120103,晴/晴,-15,-22,4
哈尔滨,20120104,晴/晴,-12,-21,4
哈尔滨,20120105,晴/多云,-13,-21,4
哈尔滨,20120106,晴/晴,-10,-21,4
哈尔滨,20120107,晴/晴,-10,-20,4
哈尔滨,20120108,晴/多云,-9,-21,4
哈尔滨,20120109,多云/多云,-14,-25,4
哈尔滨,20120110,多云/晴,-15,-26,4
哈尔滨,20120111,多云/多云,-14,-22,4
哈尔滨,20120112,多云/多云,-14,-21,4
哈尔滨,20120113,晴/晴,-12,-23,4
哈尔滨,20120114,晴/晴,-12,-22,3
哈尔滨,20120115,晴/晴,-10,-19,3
哈尔滨,20120116,晴/晴,-8,-19,4
哈尔滨,20120117,晴/晴,-7,-19,4
哈尔滨,20120118,阵雪/多云,-10,-21,4
哈尔滨,20120119,晴/多云,-11,-21,4
哈尔滨,20120120,阵雪/多云,-13,-23,4
哈尔滨,20120121,多云/多云,-18,-27,4
哈尔滨,20120122,阵雪/多云,-18,-25,4
哈尔滨,20120123,多云/多云,-16,-27,4
哈尔滨,20120124,多云/晴,-16,-25,4
哈尔滨,20120125,晴/晴,-14,-24,4
哈尔滨,20120126,晴/多云,-13,-25,4
哈尔滨,20120127,晴/晴,-11,-26,4
哈尔滨,20120128,晴/晴,-12,-27,3
哈尔滨,20120129,晴/晴,-13,-26,3
哈尔滨,20120130,晴/晴,-15,-27,4
哈尔滨,20120131,晴/晴,-16,-27,4
哈尔滨,20120201,晴/晴,-13,-24,4
哈尔滨,20120202,晴/晴,-13,-21,3
哈尔滨,20120203,晴/晴,-13,-22,4
哈尔滨,20120204,晴/晴,-8,-15,4
哈尔滨,20120205,晴/多云,-5,-12,4
哈尔滨,20120206,阵雪/多云,-6,-20,5
哈尔滨,20120207,晴/晴,-13,-23,4
哈尔滨,20120208,晴/晴,-12,-21,4
哈尔滨,20120209,晴/晴,-11,-19,4
哈尔滨,20120210,晴/晴,-11,-21,4
哈尔滨,20120211,晴/晴,-12,-21,4
哈尔滨,20120212,晴/多云,-5,-12,4
哈尔滨,20120213,晴/多云,-3,-13,4
哈尔滨,20120214,阵雪/晴,-8,-19,4
哈尔滨,20120215,晴/晴,-11,-19,4
哈尔滨,20120216,晴/多云,-12,-22,4
哈尔滨,20120217,晴/晴,-10,-20,4
哈尔滨,20120218,晴/晴,-8,-15,4
哈尔滨,20120219,晴/阵雪,-4,-14,4
哈尔滨,20120220,晴/晴,-8,-20,4
哈尔滨,20120221,晴/晴,-6,-15,4
哈尔滨,20120222,小雪/多云,-5,-14,4
哈尔滨,20120223,晴/晴,-7,-15,4
哈尔滨,20120224,晴/多云,-4,-16,3
哈尔滨,20120225,多云/多云,-5,-16,4
哈尔滨,20120226,晴/晴,-4,-16,4
哈尔滨,20120227,晴/晴,1,-7,4
哈尔滨,20120228,晴/多云,2,-7,4
哈尔滨,20120229,阵雪/晴,0,-12,4
哈尔滨,20120301,晴/晴,-3,-16,4
哈尔滨,20120302,晴/晴,-4,-17,4
哈尔滨,20120303,晴/晴,-1,-13,4
哈尔滨,20120304,晴/多云,2,-5,4
哈尔滨,20120305,小雪/中雪,2,-6,4
哈尔滨,20120306,中雪/小雪,1,-9,4
哈尔滨,20120307,多云/阵雪,-2,-10,4
哈尔滨,20120308,多云/多云,-1,-13,4
哈尔滨,20120309,晴/晴,-3,-15,4
哈尔滨,20120310,阵雪/阵雪,-4,-12,4
哈尔滨,20120311,晴/晴,-3,-15,4
哈尔滨,20120312,晴/晴,-2,-13,4
哈尔滨,20120313,晴/多云,1,-11,5
哈尔滨,20120314,晴/晴,-2,-12,4
哈尔滨,20120315,晴/雨夹雪,6,-2,6
哈尔滨,20120316,中雪/阵雪,4,-11,4
哈尔滨,20120317,多云/晴,-5,-19,5
哈尔滨,20120318,晴/晴,-7,-16,4
哈尔滨,20120319,晴/晴,-2,-12,4
哈尔滨,20120320,晴/晴,1,-8,4
哈尔滨,20120321,多云/多云,6,-4,4
哈尔滨,20120322,多云/晴,6,-5,5
哈尔滨,20120323,阵雪/雨夹雪,6,-1,4
哈尔滨,20120324,多云/多云,4,-7,5
哈尔滨,20120325,晴/晴,3,-7,4
哈尔滨,20120326,晴/雨夹雪,7,0,4
哈尔滨,20120327,晴/晴,7,-2,4
哈尔滨,20120328,晴/多云,14,5,5
哈尔滨,20120329,小雨/中雪,10,-2,4
哈尔滨,20120330,阵雪/多云,2,-6,5
哈尔滨,20120331,阵雪/晴,2,-8,4
哈尔滨,20120401,晴/晴,3,-9,4
哈尔滨,20120402,晴/多云,4,-5,4
哈尔滨,20120403,多云/晴,7,-4,4
哈尔滨,20120404,晴/多云,6,-5,4
哈尔滨,20120405,晴/晴,4,-7,5
哈尔滨,20120406,晴/晴,5,-7,4
哈尔滨,20120407,晴/多云,11,4,6
哈尔滨,20120408,阵雨/晴,9,-2,5
哈尔滨,20120409,晴/晴,11,6,5
哈尔滨,20120410,阵雨/晴,18,1,5
哈尔滨,20120411,晴/阵雨,12,2,4
哈尔滨,20120412,阵雨/晴,10,1,5
哈尔滨,20120413,多云/多云,20,3,6
哈尔滨,20120414,晴/阵雨,15,4,4
哈尔滨,20120415,晴/晴,13,0,4
哈尔滨,20120416,晴/晴,13,1,4
哈尔滨,20120417,晴/晴,19,7,5
哈尔滨,20120418,晴/晴,23,12,6
哈尔滨,20120419,晴/阵雨,25,13,6
哈尔滨,20120420,阵雨/晴,18,8,4
哈尔滨,20120421,晴/多云,21,8,5
哈尔滨,20120422,阵雨/阵雨,15,5,4
哈尔滨,20120423,晴/晴,20,9,4
哈尔滨,20120424,阵雨/小雨,17,9,4
哈尔滨,20120425,小雨/阵雨,13,2,4
哈尔滨,20120426,晴/晴,14,6,4
哈尔滨,20120427,阵雨/阵雨,16,4,6
哈尔滨,20120428,阵雨/多云,11,3,4
哈尔滨,20120429,晴/多云,15,6,4
哈尔滨,20120430,阵雨/多云,18,7,4
哈尔滨,20120501,晴/多云,17,6,4
哈尔滨,20120502,多云/多云,19,8,4
哈尔滨,20120503,晴/晴,23,10,4
哈尔滨,20120504,晴/阵雨,21,7,4
哈尔滨,20120505,多云/阵雨,15,6,5
哈尔滨,20120506,阵雨/阵雨,13,7,4
哈尔滨,20120507,多云/阵雨,18,9,4
哈尔滨,20120508,阵雨/多云,16,7,4
哈尔滨,20120509,晴/多云,20,7,4
哈尔滨,20120510,多云/晴,21,9,4
哈尔滨,20120511,晴/晴,23,11,4
哈尔滨,20120512,多云/小雨,25,12,4
哈尔滨,20120513,多云/阵雨,21,10,5
哈尔滨,20120514,多云/阵雨,20,10,4
哈尔滨,20120515,阵雨/雷阵雨,16,8,4
哈尔滨,20120516,雷阵雨/多云,19,8,4
哈尔滨,20120517,晴/晴,23,10,4
哈尔滨,20120518,晴/晴,29,16,4
哈尔滨,20120519,雷阵雨/多云,27,10,4
哈尔滨,20120520,晴/晴,27,11,4
哈尔滨,20120521,晴/晴,32,19,6
哈尔滨,20120522,多云/雷阵雨,28,14,6
哈尔滨,20120523,晴/晴,23,10,4
哈尔滨,20120524,晴/多云,21,10,4
哈尔滨,20120525,阵雨/多云,20,8,4
哈尔滨,20120526,阵雨/多云,21,8,4
哈尔滨,20120527,晴/晴,22,10,4
哈尔滨,20120528,阵雨/多云,23,11,4
哈尔滨,20120529,多云/雷阵雨,26,15,5
哈尔滨,20120530,雷阵雨/雷阵雨,26,15,4
哈尔滨,20120531,雷阵雨/阵雨,21,10,3
哈尔滨,20120601,雾/晴,25,14,3
哈尔滨,20120602,多云/雷阵雨,27,15,4
哈尔滨,20120603,雷阵雨/雷阵雨,25,13,4
哈尔滨,20120604,中雨/阵雨,21,14,4
哈尔滨,20120605,雷阵雨/多云,24,15,4
哈尔滨,20120606,晴/雷阵雨,27,15,4
哈尔滨,20120607,雷阵雨/多云,26,17,4
哈尔滨,20120608,雷阵雨/阵雨,29,17,4
哈尔滨,20120609,多云/中雨,29,18,3
哈尔滨,20120610,雷阵雨/雷阵雨,24,14,4
哈尔滨,20120611,雷阵雨/雷阵雨,22,13,4
哈尔滨,20120612,雷阵雨/雷阵雨,25,14,4
哈尔滨,20120613,雷阵雨/雷阵雨,24,14,4
哈尔滨,20120614,小雨/中雨,24,17,4
哈尔滨,20120615,大雨/中雨,22,16,4
哈尔滨,20120616,雷阵雨/雷阵雨,23,15,4
哈尔滨,20120617,雷阵雨/雷阵雨,24,17,4
哈尔滨,20120618,雷阵雨/阵雨,26,15,4
哈尔滨,20120619,晴/晴,26,16,4
哈尔滨,20120620,晴/晴,29,18,4
哈尔滨,20120621,多云/多云,28,17,3
哈尔滨,20120622,晴/雷阵雨,30,18,4
哈尔滨,20120623,晴/多云,29,18,4
哈尔滨,20120624,雷阵雨/多云,29,20,4
哈尔滨,20120625,雷阵雨/雷阵雨,30,20,4
哈尔滨,20120626,雷阵雨/晴,30,20,4
哈尔滨,20120627,晴/晴,32,21,4
哈尔滨,20120628,晴/多云,33,22,4
哈尔滨,20120629,雷阵雨/中雨,27,19,4
哈尔滨,20120630,阵雨/多云,25,18,4
哈尔滨,20120701,雷阵雨/中雨,29,19,4
哈尔滨,20120702,多云/雷阵雨,28,17,4
哈尔滨,20120703,中雨/雷阵雨,26,18,4
哈尔滨,20120704,雷阵雨/雷阵雨,26,18,4
哈尔滨,20120705,晴/晴,29,20,4
哈尔滨,20120706,晴/晴,31,19,4
哈尔滨,20120707,晴/晴,32,21,4
哈尔滨,20120708,多云/雷阵雨,32,22,4
哈尔滨,20120709,雷阵雨/雷阵雨,30,22,4
